Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,Letterboxd_Link
04/27/2025,2:00PM,The Beacon,THE SEVENTH VICTIM,71,,,https://letterboxd.com/film/the-seventh-victim/
04/28/2025,4:30PM,The Beacon,THE SEVENTH VICTIM,71,,,https://letterboxd.com/film/the-seventh-victim/
05/01/2025,7:30PM,The Beacon,ENO,approximately 80,,,https://letterboxd.com/film/eno/
05/02/2025,7:00PM,The Beacon,LEILA AND THE WOLVES,90,,,https://letterboxd.com/film/leila-and-the-wolves/
05/04/2025,5:00PM,The Beacon,LEILA AND THE WOLVES,90,,,https://letterboxd.com/film/leila-and-the-wolves/
05/04/2025,2:00PM,The Beacon,THE WIZARD OF OZ,102,,,https://letterboxd.com/film/the-wizard-of-oz/
05/05/2025,4:30PM,The Beacon,THE WIZARD OF OZ,102,,,https://letterboxd.com/film/the-wizard-of-oz/
03/26/2025,7:30PM,The Beacon,FIVE MINUTES TO LIVE!,120ish,,,https://letterboxd.com/film/five-minutes-to-live/
04/13/2025,5:00PM,The Beacon,LOVE HOTEL,88,,,https://letterboxd.com/film/love-hotel/
04/14/2025,7:30PM,The Beacon,LOVE HOTEL,88,,,https://letterboxd.com/film/love-hotel/
04/15/2025,4:30PM,The Beacon,LOVE HOTEL,88,,,https://letterboxd.com/film/love-hotel/
04/04/2025,10:00PM,The Beacon,YOKAI MONSTERS: SPOOK WARFARE,79,,,https://letterboxd.com/film/yokai-monsters-spook-warfare/
04/05/2025,10:00PM,The Beacon,YOKAI MONSTERS: SPOOK WARFARE,79,,,https://letterboxd.com/film/yokai-monsters-spook-warfare/
04/11/2025,7:00PM,The Beacon,TWIN PEAKS: FIRE WALK WITH ME,134,,,https://letterboxd.com/film/twin-peaks-fire-walk-with-me/
04/12/2025,7:00PM,The Beacon,TWIN PEAKS: FIRE WALK WITH ME,134,,,https://letterboxd.com/film/twin-peaks-fire-walk-with-me/
04/16/2025,7:30PM,The Beacon,TWIN PEAKS: FIRE WALK WITH ME,134,,,https://letterboxd.com/film/twin-peaks-fire-walk-with-me/
04/17/2025,4:30PM,The Beacon,TWIN PEAKS: FIRE WALK WITH ME,134,,,https://letterboxd.com/film/twin-peaks-fire-walk-with-me/
04/06/2025,5:00PM,The Beacon,MON ONCLE,120,,,https://letterboxd.com/film/mon-oncle/
04/08/2025,4:30PM,The Beacon,MON ONCLE,120,,,https://letterboxd.com/film/mon-oncle/
04/06/2025,2:00PM,The Beacon,CARNIVAL OF SOULS,80,,,https://letterboxd.com/film/carnival-of-souls/
04/07/2025,4:30PM,The Beacon,CARNIVAL OF SOULS,80,,,https://letterboxd.com/film/carnival-of-souls/
04/04/2025,7:00PM,The Beacon,3 WOMEN,124,,,https://letterboxd.com/film/3-women/
04/09/2025,4:30PM,The Beacon,3 WOMEN,124,,,https://letterboxd.com/film/3-women/
04/10/2025,7:30PM,The Beacon,3 WOMEN,124,,,https://letterboxd.com/film/3-women/
04/22/2025,7:30PM,The Beacon,ORPHEUS,95,,,https://letterboxd.com/film/orpheus/
04/23/2025,4:30PM,The Beacon,ORPHEUS,95,,,https://letterboxd.com/film/orpheus/
04/24/2025,4:30PM,The Beacon,ORPHEUS,95,,,https://letterboxd.com/film/orpheus/
04/07/2025,7:30PM,The Beacon,THIS WOMAN,90,,,https://letterboxd.com/film/this-woman/
04/09/2025,7:30PM,The Beacon,THIS WOMAN,90,,,https://letterboxd.com/film/this-woman/
03/20/2025,7:30PM,The Beacon,DAVID LYNCH: A REMEMBRANCE BOTH WONDERFUL AND STRANGE,100,,,
03/23/2025,5:00PM,The Beacon,DAVID LYNCH: A REMEMBRANCE BOTH WONDERFUL AND STRANGE,100,,,
04/15/2025,7:30PM,The Beacon,HOUR OF THE WOLF,88,,,https://letterboxd.com/film/hour-of-the-wolf/
04/16/2025,4:30PM,The Beacon,HOUR OF THE WOLF,88,,,https://letterboxd.com/film/hour-of-the-wolf/
03/28/2025,7:00PM,The Beacon,A WOMAN IS A WOMAN,85,,,https://letterboxd.com/film/a-woman-is-a-woman/
03/29/2025,7:00PM,The Beacon,A WOMAN IS A WOMAN,85,,,https://letterboxd.com/film/a-woman-is-a-woman/
03/30/2025,5:00PM,The Beacon,A WOMAN IS A WOMAN,85,,,https://letterboxd.com/film/a-woman-is-a-woman/
03/31/2025,7:30PM,The Beacon,A WOMAN IS A WOMAN,85,,,https://letterboxd.com/film/a-woman-is-a-woman/
04/02/2025,4:30PM,The Beacon,A WOMAN IS A WOMAN,85,,,https://letterboxd.com/film/a-woman-is-a-woman/
03/28/2025,10:00PM,The Beacon,THE HILLS HAVE EYES,89,,,https://letterboxd.com/film/the-hills-have-eyes/
03/29/2025,10:00PM,The Beacon,THE HILLS HAVE EYES,89,,,https://letterboxd.com/film/the-hills-have-eyes/
04/05/2025,7:00PM,The Beacon,"MY SON, MY SON, WHAT HAVE YE DONE",91,,,https://letterboxd.com/film/my-son-my-son-what-have-ye-done/
04/26/2025,10:00PM,The Beacon,EXOTICA,104,,,https://letterboxd.com/film/exotica/
04/29/2025,7:30PM,The Beacon,EXOTICA,104,,,https://letterboxd.com/film/exotica/
04/30/2025,4:30PM,The Beacon,EXOTICA,104,,,https://letterboxd.com/film/exotica/
03/22/2025,7:00PM,The Beacon,SECS FEST PRESENTS THE VISITOR,101,,,
03/26/2025,4:30PM,The Beacon,SECS FEST PRESENTS THE VISITOR,101,,,
04/20/2025,5:00PM,The Beacon,THE RED HOUSE,100,,,https://letterboxd.com/film/the-red-house/
04/21/2025,4:30PM,The Beacon,THE RED HOUSE,100,,,https://letterboxd.com/film/the-red-house/
04/01/2025,7:30PM,The Beacon,SMOOTH TALK,96,,,https://letterboxd.com/film/smooth-talk/
04/03/2025,4:30PM,The Beacon,SMOOTH TALK,96,,,https://letterboxd.com/film/smooth-talk/
03/21/2025,7:00PM,The Beacon,LOVE & POP,110,,,
03/22/2025,10:00PM,The Beacon,LOVE & POP,110,,,
03/24/2025,7:30PM,The Beacon,LOVE & POP,110,,,
03/25/2025,4:30PM,The Beacon,LOVE & POP,110,,,
04/21/2025,7:30PM,The Beacon,RED ROCK WEST,98,,,https://letterboxd.com/film/red-rock-west/
04/22/2025,4:30PM,The Beacon,RED ROCK WEST,98,,,https://letterboxd.com/film/red-rock-west/
04/12/2025,10:00PM,The Beacon,TOUGH GUYS DON'T DANCE,109,,,https://letterboxd.com/film/tough-guys-dont-dance/
03/20/2025,4:30PM,The Beacon,DUNE,137,,,https://letterboxd.com/film/dune/
05/06/2025,7:30PM,The Beacon,NIGHTSHIFT,67,,,https://letterboxd.com/film/nightshift/
05/08/2025,4:30PM,The Beacon,NIGHTSHIFT,67,,,https://letterboxd.com/film/nightshift/
04/18/2025,7:00PM,The Beacon,HOLY TRINITY,91,,,https://letterboxd.com/film/holy-trinity/
04/19/2025,4:00PM,The Beacon,BATANG WEST SIDE,315,,,https://letterboxd.com/film/batang-west-side/
04/06/2025,8:00PM,The Beacon,DAVID LYNCH: ON THE AIR,120,,,
04/19/2025,1:00PM,The Beacon,IRON LUNG PRESENTS THRASHIN' W/ CLARKO,92,,,
04/13/2025,2:00PM,The Beacon,THE CHASE,86,,,https://letterboxd.com/film/the-chase/
04/14/2025,4:30PM,The Beacon,THE CHASE,86,,,https://letterboxd.com/film/the-chase/
04/19/2025,10:00PM,The Beacon,THE GREEN FOG,63,,,https://letterboxd.com/film/the-green-fog/
04/17/2025,7:30PM,The Beacon,WEIRD ON TOP: LYNCHIAN SHORTS,110,,,
04/18/2025,10:00PM,The Beacon,WEIRD ON TOP: LYNCHIAN SHORTS,110,,,
04/30/2025,7:30PM,The Beacon,WRITTEN ON THE WIND,99,,,https://letterboxd.com/film/written-on-the-wind/
05/01/2025,4:30PM,The Beacon,WRITTEN ON THE WIND,99,,,https://letterboxd.com/film/written-on-the-wind/
03/21/2025,10:00PM,The Beacon,DISCO GODFATHER,97,,,https://letterboxd.com/film/disco-godfather/
04/04/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
04/05/2025,10:00AM,The Beacon,RENT THE BEACON,150 min.,,,
04/11/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
04/18/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
04/25/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
04/26/2025,10:00AM,The Beacon,RENT THE BEACON,150 min.,,,
04/27/2025,11:00AM,The Beacon,RENT THE BEACON,150 min.,,,
04/27/2025,8:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/02/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/03/2025,10:00AM,The Beacon,RENT THE BEACON,150 min.,,,
05/03/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/04/2025,11:00AM,The Beacon,RENT THE BEACON,150 min.,,,
05/09/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/10/2025,10:00AM,The Beacon,RENT THE BEACON,150 min.,,,
05/11/2025,11:00AM,The Beacon,RENT THE BEACON,150 min.,,,
05/11/2025,8:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/16/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/17/2025,10:00AM,The Beacon,RENT THE BEACON,150 min.,,,
05/18/2025,11:00AM,The Beacon,RENT THE BEACON,150 min.,,,
05/23/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/24/2025,10:00AM,The Beacon,RENT THE BEACON,150 min.,,,
05/24/2025,1:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/24/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/25/2025,11:00AM,The Beacon,RENT THE BEACON,150 min.,,,
05/25/2025,8:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/30/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/31/2025,10:00AM,The Beacon,RENT THE BEACON,150 min.,,,
05/31/2025,1:00PM,The Beacon,RENT THE BEACON,150 min.,,,
05/31/2025,4:00PM,The Beacon,RENT THE BEACON,150 min.,,,
04/20/2025,2:00PM,The Beacon,IRON LUNG PRESENTS TETSUO THE IRON MAN W/ PAINTED FLIES,67,,,
04/20/2025,8:00PM,The Beacon,CEMETERY OF SPLENDOR,122,,,https://letterboxd.com/film/cemetery-of-splendor/
04/24/2025,7:30PM,The Beacon,CEMETERY OF SPLENDOR,122,,,https://letterboxd.com/film/cemetery-of-splendor/
03/30/2025,2:00PM,The Beacon,SUNSET BOULEVARD,110,,,https://letterboxd.com/film/sunset-boulevard/
03/31/2025,4:30PM,The Beacon,SUNSET BOULEVARD,110,,,https://letterboxd.com/film/sunset-boulevard/
04/01/2025,4:30PM,The Beacon,SUNSET BOULEVARD,110,,,https://letterboxd.com/film/sunset-boulevard/
04/11/2025,10:00PM,The Beacon,THE OTHER SIDE OF THE MIRROR,82,,,https://letterboxd.com/film/the-other-side-of-the-mirror/
04/25/2025,7:00PM,The Beacon,CELINE AND JULIE GO BOATING,192,,,https://letterboxd.com/film/celine-and-julie-go-boating/
04/28/2025,7:30PM,The Beacon,CELINE AND JULIE GO BOATING,192,,,https://letterboxd.com/film/celine-and-julie-go-boating/
04/29/2025,3:30PM,The Beacon,CELINE AND JULIE GO BOATING,192,,,https://letterboxd.com/film/celine-and-julie-go-boating/
03/23/2025,2:00PM,The Beacon,LAURA,88,,,https://letterboxd.com/film/laura/
03/24/2025,4:30PM,The Beacon,LAURA,88,,,https://letterboxd.com/film/laura/
03/27/2025,4:00PM,The Beacon,LAURA,88,,,https://letterboxd.com/film/laura/
03/20/2025,2:00PM,AMC River Park Square 20,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:00PM,AMC River Park Square 20,Dog Man,94,False,https://amc-theatres-res.cloudinary.com/v1731947444/amc-cdn/production/2/movies/73400/73401/PosterDynamic/168175.jpg,https://letterboxd.com/film/dog-man/
03/20/2025,2:00PM,AMC River Park Square 20,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/20/2025,2:10PM,AMC River Park Square 20,Moana 2,100,False,https://amc-theatres-res.cloudinary.com/v1730126297/amc-cdn/production/2/movies/72500/72475/PosterDynamic/167791.jpg,https://letterboxd.com/film/moana-2/
03/20/2025,2:10PM,AMC River Park Square 20,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/20/2025,2:15PM,AMC River Park Square 20,The Last Supper,114,False,https://amc-theatres-res.cloudinary.com/v1739389033/amc-cdn/production/2/movies/79200/79244/PosterDynamic/169726.png,https://letterboxd.com/film/the-last-supper/
03/20/2025,2:15PM,AMC River Park Square 20,Night of the Zoopocalypse,91,False,https://amc-theatres-res.cloudinary.com/v1739211178/amc-cdn/production/2/movies/78400/78403/PosterDynamic/169659.jpg,https://letterboxd.com/film/night-of-the-zoopocalypse/
03/20/2025,2:30PM,AMC River Park Square 20,The Day the Earth Blew Up: A Looney Tunes Movie,91,False,https://amc-theatres-res.cloudinary.com/v1740154526/amc-cdn/production/2/movies/78800/78841/PosterDynamic/169826.jpg,https://letterboxd.com/film/the-day-the-earth-blew-up-a-looney-tunes-movie/
03/20/2025,2:30PM,AMC River Park Square 20,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:45PM,AMC River Park Square 20,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/20/2025,2:00PM,AMC Kent Station 14,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:00PM,AMC Kent Station 14,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/20/2025,2:00PM,AMC Kent Station 14,In the Lost Lands,101,False,https://amc-theatres-res.cloudinary.com/v1736375087/amc-cdn/production/2/movies/78800/78802/PosterDynamic/168740.jpg,https://letterboxd.com/film/in-the-lost-lands/
03/20/2025,2:00PM,AMC Kent Station 14,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/20/2025,2:00PM,AMC Kent Station 14,Heart Eyes,97,False,https://amc-theatres-res.cloudinary.com/v1730491033/amc-cdn/production/2/movies/78200/78238/PosterDynamic/167956.png,https://letterboxd.com/film/heart-eyes/
03/20/2025,2:00PM,AMC Kent Station 14,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/20/2025,2:10PM,AMC Kent Station 14,Dog Man,94,False,https://amc-theatres-res.cloudinary.com/v1731947444/amc-cdn/production/2/movies/73400/73401/PosterDynamic/168175.jpg,https://letterboxd.com/film/dog-man/
03/20/2025,2:15PM,AMC Kent Station 14,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/20/2025,2:40PM,AMC Kent Station 14,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,3:00PM,AMC Kent Station 14,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/20/2025,2:00PM,AMC Southcenter 16,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/20/2025,2:00PM,AMC Southcenter 16,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:00PM,AMC Southcenter 16,The Day the Earth Blew Up: A Looney Tunes Movie,91,False,https://amc-theatres-res.cloudinary.com/v1740154526/amc-cdn/production/2/movies/78800/78841/PosterDynamic/169826.jpg,https://letterboxd.com/film/the-day-the-earth-blew-up-a-looney-tunes-movie/
03/20/2025,2:00PM,AMC Southcenter 16,Dog Man,94,False,https://amc-theatres-res.cloudinary.com/v1731947444/amc-cdn/production/2/movies/73400/73401/PosterDynamic/168175.jpg,https://letterboxd.com/film/dog-man/
03/20/2025,2:00PM,AMC Southcenter 16,Last Breath,93,False,https://amc-theatres-res.cloudinary.com/v1738858397/amc-cdn/production/2/movies/77500/77460/PosterDynamic/169597.jpg,https://letterboxd.com/film/last-breath/
03/20/2025,2:05PM,AMC Southcenter 16,Paddington in Peru,106,False,https://amc-theatres-res.cloudinary.com/v1733512440/amc-cdn/production/2/movies/75200/75158/PosterDynamic/168362.jpg,https://letterboxd.com/film/paddington-in-peru/
03/20/2025,2:15PM,AMC Southcenter 16,The 4 Rascals / Bo Tu Bao Thu,132,False,https://amc-theatres-res.cloudinary.com/v1741294855/amc-cdn/production/2/movies/79600/79625/PosterDynamic/170001.jpg,
03/20/2025,2:30PM,AMC Southcenter 16,Papa,129,False,https://amc-theatres-res.cloudinary.com/v1740848027/amc-cdn/production/2/movies/79600/79581/PosterDynamic/169964.jpg,https://letterboxd.com/film/papa/
03/20/2025,2:40PM,AMC Southcenter 16,Ne Zha 2,145,False,https://amc-theatres-res.cloudinary.com/v1738279562/amc-cdn/production/2/movies/79200/79207/PosterDynamic/169464.jpg,https://letterboxd.com/film/ne-zha-2/
03/20/2025,3:00PM,AMC Southcenter 16,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/20/2025,2:00PM,AMC Progress Ridge 13,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/20/2025,2:00PM,AMC Progress Ridge 13,Paddington in Peru,106,False,https://amc-theatres-res.cloudinary.com/v1733512440/amc-cdn/production/2/movies/75200/75158/PosterDynamic/168362.jpg,https://letterboxd.com/film/paddington-in-peru/
03/20/2025,2:15PM,AMC Progress Ridge 13,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/20/2025,2:15PM,AMC Progress Ridge 13,The Day the Earth Blew Up: A Looney Tunes Movie,91,False,https://amc-theatres-res.cloudinary.com/v1740154526/amc-cdn/production/2/movies/78800/78841/PosterDynamic/169826.jpg,https://letterboxd.com/film/the-day-the-earth-blew-up-a-looney-tunes-movie/
03/20/2025,2:30PM,AMC Progress Ridge 13,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:30PM,AMC Progress Ridge 13,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/20/2025,2:45PM,AMC Progress Ridge 13,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/20/2025,2:45PM,AMC Progress Ridge 13,Opus,103,False,https://amc-theatres-res.cloudinary.com/v1739461580/amc-cdn/production/2/movies/79100/79092/PosterDynamic/169735.jpg,https://letterboxd.com/film/opus/
03/20/2025,3:00PM,AMC Progress Ridge 13,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/20/2025,3:30PM,AMC Progress Ridge 13,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:00PM,AMC Vancouver Mall 23,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/20/2025,2:00PM,AMC Vancouver Mall 23,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:00PM,AMC Vancouver Mall 23,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:15PM,AMC Vancouver Mall 23,Dog Man,94,False,https://amc-theatres-res.cloudinary.com/v1731947444/amc-cdn/production/2/movies/73400/73401/PosterDynamic/168175.jpg,https://letterboxd.com/film/dog-man/
03/20/2025,2:15PM,AMC Vancouver Mall 23,Dog Man,94,False,https://amc-theatres-res.cloudinary.com/v1731947444/amc-cdn/production/2/movies/73400/73401/PosterDynamic/168175.jpg,https://letterboxd.com/film/dog-man/
03/20/2025,2:30PM,AMC Vancouver Mall 23,The Day the Earth Blew Up: A Looney Tunes Movie,91,False,https://amc-theatres-res.cloudinary.com/v1740154526/amc-cdn/production/2/movies/78800/78841/PosterDynamic/169826.jpg,https://letterboxd.com/film/the-day-the-earth-blew-up-a-looney-tunes-movie/
03/20/2025,2:30PM,AMC Vancouver Mall 23,The Monkey,98,False,https://amc-theatres-res.cloudinary.com/v1738358168/amc-cdn/production/2/movies/77400/77403/PosterDynamic/169494.jpg,https://letterboxd.com/film/the-monkey/
03/20/2025,3:00PM,AMC Vancouver Mall 23,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/20/2025,3:00PM,AMC Vancouver Mall 23,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/20/2025,3:00PM,AMC Vancouver Mall 23,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/20/2025,2:00PM,AMC CLASSIC Mill Plain 8,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:00PM,AMC CLASSIC Mill Plain 8,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/20/2025,2:00PM,AMC CLASSIC Mill Plain 8,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/20/2025,2:15PM,AMC CLASSIC Mill Plain 8,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/20/2025,2:40PM,AMC CLASSIC Mill Plain 8,The Day the Earth Blew Up: A Looney Tunes Movie,91,False,https://amc-theatres-res.cloudinary.com/v1740154526/amc-cdn/production/2/movies/78800/78841/PosterDynamic/169826.jpg,https://letterboxd.com/film/the-day-the-earth-blew-up-a-looney-tunes-movie/
03/20/2025,2:45PM,AMC CLASSIC Mill Plain 8,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/20/2025,3:00PM,AMC CLASSIC Mill Plain 8,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/20/2025,3:30PM,AMC CLASSIC Mill Plain 8,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,4:30PM,AMC CLASSIC Mill Plain 8,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/20/2025,4:30PM,AMC CLASSIC Mill Plain 8,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:00PM,AMC Pacific Place 11,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/20/2025,2:00PM,AMC Pacific Place 11,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/20/2025,2:05PM,AMC Pacific Place 11,The Day the Earth Blew Up: A Looney Tunes Movie,91,False,https://amc-theatres-res.cloudinary.com/v1740154526/amc-cdn/production/2/movies/78800/78841/PosterDynamic/169826.jpg,https://letterboxd.com/film/the-day-the-earth-blew-up-a-looney-tunes-movie/
03/20/2025,2:10PM,AMC Pacific Place 11,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/20/2025,2:15PM,AMC Pacific Place 11,Last Breath,93,False,https://amc-theatres-res.cloudinary.com/v1738858397/amc-cdn/production/2/movies/77500/77460/PosterDynamic/169597.jpg,https://letterboxd.com/film/last-breath/
03/20/2025,2:40PM,AMC Pacific Place 11,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/20/2025,3:00PM,AMC Pacific Place 11,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
